battery_power_mAh,clock_speed,dual_sim,front_cam_mp,5G,int_memory_gb,thickness_cm,weight_grams,n_cores,back_cam_mp,ram_mb,screen_height_cm,screen_width_cm,talk_time_hrs,condition,price
704,2.2,yes,4,0,53,0.2,186,6,6,3653,7,1,15,excellent,299
873,0.5,no,4,1,30,0.2,175,6,18,3655,15,13,15,excellent,339
1189,2.5,no,4,1,20,0.3,171,7,9,2509,17,7,15,excellent,279
504,0.5,yes,5,0,16,0.1,166,1,9,701,17,15,15,parts_only,35
662,0.5,no,5,0,20,0.8,138,1,10,2125,17,15,15,good,149
874,1.3,no,5,0,8,0.5,185,1,20,582,6,4,15,sw_errors,35
948,0.5,yes,5,1,60,0.2,116,2,10,2094,12,7,15,excellent,289
660,0.6,no,5,1,47,0.1,83,3,6,1986,8,0,15,fair,149
821,1.8,yes,5,0,54,0.1,109,3,9,3185,8,4,15,excellent,279
1762,1,no,5,0,50,0.9,104,3,12,2940,19,18,15,good,263
1556,2.9,yes,5,1,21,0.5,197,3,19,1969,11,3,15,good,189
916,1.3,no,5,0,10,0.8,173,4,8,3706,9,8,15,like_new,409
1074,1.5,no,5,0,35,0.6,193,4,13,1104,16,10,15,good,149
959,1,no,5,1,15,0.4,119,5,9,3000,15,0,15,like_new,409
1928,2.6,no,5,0,5,0.8,162,5,16,696,14,12,15,fair,99
506,1.6,no,6,1,41,0.8,159,1,7,2965,13,10,15,excellent,279
1550,2.5,no,6,0,21,0.8,133,2,11,2338,16,1,15,excellent,299
1695,0.5,yes,6,1,46,0.7,200,3,9,446,16,13,15,good,149
1872,2.3,no,6,0,44,0.7,134,3,15,1955,9,4,15,excellent,279
1452,0.9,yes,6,1,36,0.5,82,5,12,1005,12,4,15,parts_only,35
539,1.5,no,6,1,26,0.2,137,6,8,3948,18,11,15,like_new,409
986,1.4,yes,6,1,29,0.2,122,7,10,2742,17,12,15,excellent,279
1068,1.3,no,6,1,52,0.1,97,8,7,1436,16,1,15,good,139
1303,2.1,no,6,1,10,0.4,109,8,15,2219,9,3,15,excellent,299
1345,3,no,7,1,38,0.1,162,3,11,1322,9,2,15,good,149
512,0.5,yes,7,0,15,0.9,83,3,15,2610,18,14,15,excellent,289
1044,2.8,yes,7,0,33,0.6,129,4,13,1816,17,16,15,good,149
1486,2.6,no,7,0,52,0.1,85,4,15,297,13,1,15,fair,99
1422,2.8,no,7,0,30,0.5,99,6,14,2229,15,5,15,excellent,282
683,2.1,no,7,0,30,0.1,197,7,8,2066,9,0,15,fair,149
772,1.2,yes,7,1,8,0.6,134,7,8,422,7,6,15,parts_only,35
732,2.3,yes,7,1,39,0.6,188,7,11,3681,19,3,15,like_new,453
596,1.4,no,8,0,46,0.6,165,1,18,2505,15,4,15,fair,149
1722,2.6,no,8,0,18,0.8,177,2,16,3271,14,0,15,like_new,399
1569,0.8,yes,8,0,59,0.9,111,3,16,3672,15,2,15,excellent,339
1039,0.5,yes,8,0,47,0.2,130,8,9,1742,18,12,15,fair,132
757,2.4,yes,8,1,26,0.2,164,8,17,2593,19,3,15,like_new,399
1837,0.5,no,9,0,36,0.9,162,4,20,770,14,1,15,parts_only,35
827,0.6,yes,9,1,35,0.2,87,6,17,2367,5,3,15,fair,132
761,0.5,no,9,0,3,0.8,196,7,15,2248,19,3,15,excellent,289
1746,0.5,yes,9,0,51,0.8,184,7,19,1822,18,17,15,fair,149
1048,0.9,no,10,1,28,0.8,194,2,19,1458,5,1,15,good,132
1012,2.2,yes,10,1,8,1,181,3,12,2141,18,14,15,good,162
1902,0.5,no,10,0,13,0.2,155,4,11,940,14,10,15,fair,149
1323,2.5,yes,10,1,28,0.2,131,4,12,1892,10,0,15,good,179
1793,1.8,yes,10,0,12,0.5,169,6,17,3533,16,14,15,like_new,409
895,2.5,yes,10,1,9,0.5,148,7,14,3445,11,5,15,excellent,279
671,0.9,yes,10,0,30,0.7,105,7,17,2504,6,4,15,good,263
1559,1.3,yes,10,1,10,0.3,114,8,17,2203,7,5,15,good,149
1464,0.5,yes,11,0,12,0.9,117,2,14,3927,5,3,15,like_new,409
1880,2,no,11,0,35,0.1,200,4,14,1930,17,7,15,excellent,299
1445,1.4,no,11,1,8,0.7,164,4,14,3120,7,3,15,excellent,279
1263,2.4,yes,11,1,54,0.6,100,5,14,458,12,5,15,parts_only,49
1165,2.4,no,11,0,41,0.2,178,6,12,764,19,12,15,parts_only,49
1147,0.8,yes,11,0,28,0.7,158,6,13,2627,18,3,15,good,263
1758,0.5,no,11,1,13,0.6,190,8,14,1897,6,2,15,good,212
1439,0.9,no,12,1,20,0.8,147,1,17,1790,19,12,15,good,132
1232,1.2,no,12,0,30,0.9,131,6,14,1656,8,4,15,good,149
1982,1.1,no,12,0,24,0.1,129,7,16,3511,16,14,15,like_new,409
1886,3,no,13,1,26,0.5,115,1,17,1828,5,3,15,good,189
1821,1.2,no,13,1,44,0.6,141,2,14,1411,8,2,15,fair,149
1225,2.9,no,13,0,35,0.5,128,3,17,1261,12,4,15,sw_errors,57
1535,2.5,yes,13,1,37,1,82,4,16,3241,6,0,15,like_new,399
1843,1.8,yes,13,1,16,0.7,134,6,18,3213,15,14,15,like_new,409
882,0.9,yes,13,0,32,0.8,103,8,14,2437,17,14,15,excellent,289
1773,0.5,no,14,1,61,0.1,141,7,20,1061,17,4,15,parts_only,35
609,3,no,15,1,44,0.3,117,1,16,2581,15,11,15,good,149
1384,2.8,yes,15,0,60,0.1,82,3,18,1221,18,12,15,fair,149
725,1.3,yes,16,0,60,0.4,160,8,17,1326,10,4,15,fair,139
709,2,yes,0,0,35,0.1,136,1,0,1973,12,9,16,good,162
723,1.9,yes,0,1,10,0.5,159,1,3,2380,12,4,16,excellent,279
727,2.5,yes,0,1,64,0.2,193,1,9,3654,9,1,16,like_new,498
1188,1.4,yes,0,1,9,0.6,114,2,0,2896,12,11,16,excellent,339
864,3,yes,0,1,54,0.7,187,2,1,3121,18,2,16,excellent,299
781,0.9,yes,0,0,62,0.1,94,2,1,1442,9,0,16,parts_only,35
1745,1.8,no,0,0,45,0.1,110,2,2,2352,11,9,16,good,149
1872,0.9,yes,0,0,16,0.5,80,2,2,2295,15,11,16,good,263
1315,0.5,yes,0,1,58,0.8,86,2,3,2258,17,2,16,excellent,289
504,2.8,yes,0,0,40,0.5,178,3,0,470,6,0,16,sw_errors,57
1576,2,no,0,1,20,0.6,148,3,0,1379,17,1,16,good,149
1395,2.8,no,0,1,55,0.6,118,3,1,3373,11,2,16,like_new,498
723,0.5,no,0,0,36,0.8,104,4,0,2669,17,6,16,good,223
1392,2.5,no,0,1,44,0.7,113,4,2,1280,8,1,16,fair,149
1840,1.1,yes,0,0,46,0.1,123,4,2,3264,8,4,16,excellent,289
723,0.5,no,0,1,3,0.2,168,4,3,1851,15,3,16,fair,132
1965,2.6,yes,0,0,39,0.2,187,4,3,2032,11,10,16,excellent,299
1308,0.5,yes,0,0,34,0.5,169,5,0,386,8,0,16,parts_only,32
1270,2.3,no,0,0,58,0.5,104,5,1,3299,13,4,16,like_new,399
1502,2.2,yes,0,1,16,0.5,187,5,1,3712,9,2,16,like_new,453
1007,2,no,0,0,45,0.1,95,5,2,3648,9,0,16,like_new,399
1816,1.6,yes,0,0,50,0.1,186,5,2,3637,11,7,16,excellent,397
1996,2.8,yes,0,1,7,0.1,138,5,4,1258,17,14,16,fair,149
1502,1.2,no,0,0,54,0.2,138,5,12,3693,17,14,16,like_new,409
1924,2.6,no,0,1,59,0.9,136,6,0,3646,10,9,16,like_new,399
1136,0.5,no,0,1,9,0.9,150,6,2,2110,9,5,16,good,212
1288,0.5,yes,0,0,48,0.5,92,6,3,2465,5,4,16,excellent,289
765,2.9,no,0,1,18,0.1,153,7,0,1066,11,1,16,fair,99
1067,1.7,yes,0,0,58,0.5,135,7,0,706,12,9,16,fair,83
1560,2.3,no,0,1,22,0.8,169,7,1,1938,15,11,16,excellent,299
708,1.9,no,0,0,26,0.3,116,7,1,1419,10,6,16,fair,83
1266,1,no,0,1,2,0.7,87,7,1,3067,11,10,16,good,263
1230,1.6,no,0,1,48,0.7,111,7,2,1622,18,17,16,excellent,289
946,2.1,no,0,1,19,0.2,154,8,0,2104,7,4,16,good,162
633,2.2,no,0,1,49,0.1,139,8,1,3560,11,1,16,excellent,299
1446,2.8,yes,0,1,18,0.3,178,8,1,3340,8,0,16,like_new,498
1933,0.5,yes,0,0,63,0.4,181,8,6,3142,14,3,16,excellent,289
1321,1.3,no,0,1,63,0.4,109,8,9,1464,7,6,16,good,149
984,2.2,yes,0,1,39,0.5,119,8,18,2013,11,7,16,good,162
1183,1.4,no,1,0,32,0.8,197,1,4,637,12,6,16,parts_only,35
1814,1.4,yes,1,1,9,0.4,141,2,2,3556,18,12,16,excellent,339
1542,2.3,no,1,0,43,0.8,182,2,11,3601,14,4,16,like_new,399
963,0.5,no,1,1,60,0.8,156,3,3,2722,12,6,16,good,223
1143,1.2,yes,1,1,22,1,125,3,6,1214,12,5,16,fair,149
1723,1,no,1,1,7,0.6,126,3,17,1213,5,0,16,good,149
1545,1.7,no,1,1,59,0.7,183,3,20,1443,8,2,16,fair,49
1361,1.4,no,1,0,47,1,169,5,2,2495,8,7,16,excellent,279
1791,0.5,yes,1,1,33,0.5,110,5,4,594,17,8,16,parts_only,35
1232,2.9,yes,1,1,24,0.3,169,5,17,1257,16,10,16,fair,57
560,2.9,yes,1,1,12,1,161,5,19,2620,13,0,16,like_new,498
1394,0.6,no,1,0,63,0.4,103,6,2,1731,19,18,16,fair,132
1408,2,yes,1,1,59,0.9,172,6,3,393,15,11,16,fair,49
535,1.3,no,1,0,53,0.5,151,7,3,720,10,2,16,fair,75
1117,0.5,no,1,0,12,0.6,144,7,8,2895,7,6,16,excellent,289
752,0.5,yes,1,0,48,0.7,87,7,13,3860,7,5,16,excellent,339
1766,0.5,yes,1,1,22,0.8,122,8,4,3297,7,5,16,excellent,309
576,1.2,no,1,0,30,0.8,162,8,5,2800,11,6,16,excellent,289
734,2.7,yes,1,1,32,0.8,93,8,5,714,13,7,16,fair,55
654,1.5,yes,2,0,56,0.7,122,1,4,2609,7,2,16,excellent,289
1094,2.3,yes,2,0,20,0.9,135,1,5,1413,7,0,16,fair,99
1544,1,yes,2,1,64,0.3,193,1,6,1715,8,0,16,good,149
1546,1.6,yes,2,1,27,0.7,124,2,6,267,12,10,16,fair,75
1031,2.1,yes,2,1,11,0.1,121,2,9,2385,11,7,16,excellent,279
1254,1.2,no,2,1,27,0.2,134,2,10,817,14,1,16,fair,75
1681,2.5,no,2,0,11,0.4,158,2,13,1122,12,6,16,fair,99
1724,2,yes,2,1,57,0.5,177,3,5,2822,19,3,16,like_new,409
519,2.9,no,2,0,3,0.6,83,3,5,1231,8,6,16,fair,99
1306,2.1,yes,2,1,33,0.4,174,3,9,2521,6,5,16,excellent,279
1426,0.8,no,2,1,42,0.6,84,3,10,1356,15,9,16,good,132
1038,1,no,2,0,28,0.2,154,4,6,3913,11,1,16,like_new,409
1058,1.5,no,2,0,19,0.4,166,4,14,418,9,7,16,fair,47
1918,1.9,no,2,0,10,0.6,110,5,10,1717,7,1,16,excellent,299
1104,0.5,yes,2,0,57,0.6,129,5,15,2254,14,7,16,excellent,289
822,1.4,yes,2,0,43,0.3,189,8,7,2749,13,4,16,excellent,279
534,1.5,yes,3,1,3,0.3,89,1,8,2987,18,0,16,excellent,279
689,2.9,yes,3,1,7,0.8,147,2,6,1241,9,0,16,sw_errors,57
1970,2.9,no,3,1,9,0.2,163,2,7,768,13,2,16,sw_errors,57
1261,0.5,no,3,1,52,0.3,86,2,9,1365,9,3,16,good,114
1809,1.7,no,3,1,59,0.1,174,3,4,2324,10,6,16,excellent,279
984,0.5,yes,3,1,9,0.8,140,3,20,841,18,15,16,sw_errors,35
1108,1,no,3,0,49,0.7,140,5,12,3254,12,0,16,excellent,339
557,0.5,yes,3,0,17,0.2,89,6,4,2623,17,16,16,fair,132
934,2.4,yes,3,0,61,0.2,138,6,4,1180,14,12,16,fair,99
1619,0.9,no,3,0,20,0.9,117,6,9,464,7,5,16,parts_only,35
503,2.5,no,3,0,57,0.6,185,6,11,305,11,8,16,fair,55
1302,0.5,no,3,1,20,0.6,184,7,7,1446,8,6,16,good,114
796,1.5,yes,3,0,62,0.7,99,8,12,434,16,2,16,fair,75
1268,2.7,no,4,0,53,0.5,141,1,9,2903,17,0,16,like_new,498
1150,0.5,yes,4,1,27,1,134,1,17,1610,11,0,16,fair,114
1472,0.7,yes,4,1,41,1,145,3,6,1514,8,1,16,excellent,289
1110,1.5,no,4,1,41,0.1,152,3,16,2572,16,5,16,excellent,279
728,2.3,yes,4,0,23,0.8,111,4,5,457,17,10,16,fair,92
1481,0.7,yes,4,1,37,0.6,96,5,13,2945,10,5,16,excellent,289
1130,2.5,no,4,1,58,0.1,132,5,14,1018,17,1,16,parts_only,55
572,2.8,no,4,1,35,0.2,99,6,5,3106,12,1,16,excellent,282
904,2.7,yes,4,0,19,0.6,147,6,7,545,19,18,16,parts_only,55
1522,2.2,no,4,0,21,0.7,162,6,11,3767,15,9,16,like_new,399
652,2.8,yes,4,0,37,0.8,174,6,11,2904,16,8,16,excellent,282
1011,1.1,no,4,1,36,0.2,131,7,18,2261,7,6,16,good,149
985,0.5,yes,4,1,5,0.8,158,8,9,3071,14,4,16,like_new,399
930,1,yes,4,1,4,0.9,144,8,10,2016,13,10,16,good,149
819,0.5,no,5,1,16,0.1,163,1,10,3325,15,5,16,excellent,309
1589,2.5,no,5,1,51,0.8,195,1,18,2612,8,2,16,excellent,279
514,2.9,yes,5,0,18,0.7,141,2,8,980,13,7,16,fair,57
1524,2.6,yes,5,0,57,0.5,124,2,12,947,11,4,16,fair,99
1456,1.6,yes,5,0,49,0.2,193,3,20,3624,12,11,16,like_new,409
1923,1,yes,5,1,14,0.9,154,4,6,2519,13,0,16,good,263
755,2.8,no,5,1,51,0.3,186,4,12,2734,10,1,16,excellent,282
904,2.4,no,5,1,55,0.6,158,4,13,2008,6,1,16,parts_only,49
973,0.5,yes,5,0,53,0.5,196,5,7,1861,13,10,16,fair,149
1336,0.9,no,5,1,17,0.2,194,5,9,1869,13,1,16,good,149
1190,2.2,yes,5,0,19,0.9,158,5,15,992,13,0,16,fair,92
745,0.6,yes,5,0,35,0.8,102,8,10,2459,14,1,16,fair,149
1760,1.4,yes,5,0,63,0.8,127,8,19,2053,19,12,16,excellent,289
1060,2.5,yes,6,1,31,0.6,162,1,11,2819,10,4,16,like_new,498
1109,2.8,yes,6,0,57,0.9,151,1,12,2785,15,10,16,excellent,282
1062,2.5,yes,6,0,10,0.9,160,1,13,3803,7,3,16,like_new,399
1782,2.8,yes,6,1,58,0.8,157,1,13,2405,15,0,16,excellent,282
1771,2.4,no,6,0,39,0.7,188,2,9,794,9,1,16,fair,99
951,0.5,no,6,1,15,0.6,81,2,17,1083,16,11,16,fair,69
785,2.4,no,6,0,16,0.2,135,3,13,2637,12,8,16,like_new,399
1154,2,no,6,1,35,0.8,159,5,16,3262,16,15,16,like_new,399
1103,1,yes,6,0,29,0.7,111,6,8,1837,8,7,16,good,149
1197,2.9,no,6,1,38,0.1,83,6,17,3525,13,9,16,like_new,399
1965,0.5,no,6,1,4,1,84,7,9,3535,17,0,16,like_new,399
623,0.8,no,6,1,26,0.3,197,7,12,1769,10,1,16,fair,132
1887,3,yes,6,1,17,0.2,126,8,7,3348,18,16,16,like_new,498
1072,2.2,yes,6,0,19,0.4,114,8,16,2715,15,9,16,excellent,299
906,2.1,yes,7,0,18,0.1,136,2,11,3412,13,8,16,like_new,399
1179,0.5,no,7,1,32,0.3,182,2,12,340,16,5,16,parts_only,32
909,0.7,yes,7,0,47,0.1,146,3,9,1244,14,10,16,fair,75
1423,0.5,yes,7,0,58,0.9,112,3,9,1683,15,13,16,fair,69
1834,2.1,no,7,1,40,0.1,99,4,11,3692,13,0,16,like_new,409
1237,2.5,no,7,0,13,0.8,98,4,12,2528,11,8,16,excellent,279
848,1.1,yes,7,1,39,0.4,107,4,16,475,18,4,16,excellent,339
1174,0.9,no,7,0,30,1,147,4,20,804,17,14,16,fair,75
1081,3,no,7,1,17,0.1,89,5,17,3774,17,15,16,like_new,498
659,0.5,yes,7,1,5,0.3,169,8,10,2190,16,10,16,fair,149
1595,2.6,no,7,0,12,0.3,121,8,19,3608,15,1,16,like_new,498
968,0.6,no,8,1,7,0.7,151,1,17,1357,15,1,16,fair,149
1578,2.9,no,8,0,3,0.9,200,1,20,3483,17,4,16,like_new,399
1859,0.7,no,8,1,42,0.1,127,2,16,714,19,7,16,parts_only,35
1708,0.8,no,8,1,14,0.9,197,4,16,1247,19,16,16,fair,132
1429,0.6,no,8,0,42,0.9,151,5,9,1817,6,1,16,fair,132
1752,2.6,yes,8,1,17,0.4,115,5,10,3323,19,11,16,like_new,498
841,0.5,yes,8,0,39,0.1,199,6,13,2942,11,5,16,excellent,289
1905,0.6,yes,9,1,36,0.4,119,3,20,1287,13,4,16,fair,132
1627,0.9,yes,9,1,32,0.1,180,6,16,3206,12,6,16,like_new,409
602,0.9,no,9,0,50,0.9,141,8,18,2189,7,5,16,excellent,289
1894,0.5,yes,10,0,16,0.1,172,3,20,1021,18,17,16,fair,69
1759,1.4,no,10,1,15,0.4,101,4,13,2107,18,5,16,excellent,289
768,2.5,no,10,0,13,0.2,133,4,18,1921,8,2,16,good,149
559,0.5,no,10,0,11,0.4,82,5,14,2019,10,4,16,good,149
1483,1.2,yes,10,1,38,0.1,87,5,14,2777,17,9,16,excellent,289
1876,0.5,no,10,1,40,0.3,86,6,14,2513,10,8,16,like_new,399
999,2.9,yes,11,1,64,0.2,199,4,19,2593,14,11,16,excellent,299
1131,0.5,yes,11,0,49,0.6,101,5,18,1835,19,13,16,fair,149
1086,2.5,no,11,0,7,0.5,116,6,14,3297,18,0,16,like_new,399
753,0.5,no,11,1,48,0.1,121,8,20,3484,11,10,16,excellent,339
1501,1.1,no,12,1,2,0.2,187,1,15,2487,13,12,16,excellent,289
1885,2.4,yes,12,1,14,0.6,92,4,15,1277,9,6,16,good,149
1536,0.8,no,12,0,13,0.3,105,7,20,2020,6,0,16,excellent,289
1100,1.6,no,12,0,15,0.1,112,8,14,757,12,2,16,fair,83
1745,2,no,13,0,47,0.6,154,2,18,1715,6,4,16,good,162
1337,0.5,no,13,0,31,0.8,186,2,20,2180,7,4,16,good,132
996,0.5,yes,14,0,61,0.8,174,7,15,1235,11,10,16,good,149
768,0.9,no,16,1,56,0.1,113,1,20,952,19,3,16,parts_only,35
1036,0.9,no,16,0,9,0.2,119,3,18,299,11,8,16,like_new,409
1424,0.5,yes,16,1,23,0.6,80,4,18,1053,14,11,16,good,149
1577,1.5,no,16,1,3,0.7,180,8,17,3116,13,6,16,like_new,409
1269,2.8,yes,16,0,41,1,180,8,17,2341,10,9,16,excellent,282
1708,2.4,yes,18,1,49,0.1,109,1,19,3388,6,4,16,like_new,453
510,1.3,yes,0,1,15,0.5,131,1,1,2187,5,4,17,good,139
1164,2.6,yes,0,0,61,0.3,88,1,6,3859,11,10,17,like_new,498
1588,0.5,no,0,1,61,0.8,159,1,13,3272,18,0,17,like_new,399
1753,0.5,yes,0,1,31,0.1,134,1,18,1324,17,0,17,good,209
1356,0.5,yes,0,0,35,0.8,131,1,19,3451,5,2,17,like_new,399
1972,1.2,yes,0,0,37,0.7,102,2,1,2870,16,0,17,excellent,339
1334,1.2,yes,0,0,35,0.1,199,2,1,1038,16,14,17,sw_errors,35
1240,1.6,no,0,0,39,0.1,146,2,9,3260,13,1,17,excellent,397
1689,2.4,yes,0,1,13,0.9,168,2,9,1172,12,11,17,fair,99
1807,2.9,no,0,0,16,0.2,125,3,0,2921,8,5,17,like_new,498
868,1.7,no,0,0,30,0.8,83,4,0,1653,11,7,17,fair,149
1805,0.5,no,0,0,29,0.2,182,4,2,1276,19,4,17,fair,149
805,0.7,no,0,0,64,0.1,97,4,14,418,11,6,17,fair,69
1178,1.3,no,0,0,49,0.6,101,5,0,2511,6,3,17,good,263
1946,0.5,no,0,1,39,0.4,112,5,1,533,18,14,17,fair,57
911,2.9,no,0,0,46,0.1,181,5,1,363,9,5,17,fair,99
1391,0.5,no,0,1,53,0.2,114,5,1,1114,8,0,17,good,109
1886,1.6,no,0,1,47,0.1,180,5,6,3287,12,3,17,excellent,397
1249,2.1,yes,0,0,38,0.8,193,5,10,3195,19,7,17,like_new,399
1312,0.8,yes,0,0,24,0.9,156,6,0,3833,14,13,17,like_new,409
1086,1.7,yes,0,1,43,0.2,111,6,1,3285,11,5,17,excellent,299
729,2,no,0,0,14,0.6,135,6,2,3397,19,15,17,excellent,279
520,2.3,no,0,1,31,0.8,145,6,14,2753,13,7,17,good,149
1314,2.2,no,0,1,40,0.8,116,7,1,3033,9,8,17,like_new,453
1770,2.3,yes,0,0,7,0.8,128,7,6,1480,6,1,17,fair,149
538,1.1,yes,0,1,25,0.3,163,7,7,2215,9,3,17,good,149
772,1,yes,0,1,23,0.6,97,7,11,2782,7,0,17,good,263
1971,0.5,yes,0,0,40,0.3,186,7,19,571,8,7,17,fair,65
1575,2.5,yes,0,1,11,0.2,185,7,20,2182,7,3,17,excellent,299
1082,0.8,no,0,0,38,0.1,198,8,5,2337,6,1,17,excellent,289
1109,2.1,no,1,0,34,0.1,173,1,4,2821,13,5,17,excellent,279
1804,0.5,no,1,1,4,0.5,111,1,13,3286,17,8,17,excellent,309
1874,0.6,no,1,0,19,0.8,192,2,9,1218,15,10,17,good,149
1216,1.7,yes,1,0,26,0.7,116,3,4,3607,10,0,17,excellent,279
744,0.5,no,1,0,38,0.3,188,3,5,2001,15,13,17,good,149
584,1.7,yes,1,1,19,0.4,199,4,4,3996,12,9,17,like_new,409
1186,2.3,yes,1,0,25,0.1,88,4,7,1270,18,9,17,good,162
721,2.6,no,1,0,49,0.6,168,4,8,3473,15,8,17,like_new,399
1195,2,yes,1,1,23,0.1,82,4,9,980,13,9,17,fair,49
1763,2.9,yes,1,1,53,0.2,101,4,20,2066,12,9,17,good,189
594,2.6,no,1,0,27,0.1,196,5,2,708,17,5,17,fair,99
726,0.5,yes,1,1,6,0.7,183,5,2,1653,8,5,17,good,114
1766,0.5,yes,1,0,16,0.6,141,5,7,3314,9,7,17,excellent,309
987,1.2,yes,1,0,20,0.9,108,6,5,2811,7,4,17,good,263
930,1.3,yes,1,1,14,0.4,97,6,10,2457,11,7,17,good,149
562,1.1,yes,1,1,43,0.3,141,6,17,3352,13,12,17,like_new,409
1893,0.5,yes,1,0,23,0.1,179,8,3,1482,15,7,17,excellent,289
1880,1.8,yes,1,1,10,0.5,198,8,4,3538,19,16,17,like_new,399
695,1.2,no,1,1,41,0.4,169,8,8,2282,5,2,17,fair,149
1420,2.8,yes,1,0,50,0.1,100,8,8,763,17,1,17,fair,99
1853,1,no,2,0,23,0.4,92,1,15,2775,14,4,17,excellent,339
822,1.1,yes,2,0,44,0.9,146,2,4,3288,8,5,17,excellent,289
1445,2.2,yes,2,0,37,0.4,82,2,6,3480,17,16,17,like_new,453
1176,2.1,no,2,1,62,0.5,168,2,10,1534,6,2,17,fair,149
1952,1.4,no,2,0,47,0.8,190,2,10,994,9,5,17,fair,75
827,1.1,yes,2,1,18,0.9,160,2,16,1663,14,0,17,fair,75
871,0.6,no,2,0,52,0.1,178,3,3,437,14,7,17,sw_errors,35
618,0.5,yes,2,1,57,0.2,88,3,7,2399,18,15,17,good,149
1972,2.1,no,2,0,48,0.6,188,3,14,366,5,3,17,fair,85
820,0.5,yes,2,0,58,0.3,160,4,4,1284,17,7,17,parts_only,35
1558,2.5,no,2,1,32,0.1,114,5,3,878,16,5,17,fair,99
1254,1.2,yes,2,0,50,0.7,108,5,6,3959,10,4,17,like_new,409
544,0.5,yes,2,1,7,0.2,129,5,15,1675,13,4,17,fair,69
625,2.7,yes,2,0,42,0.8,138,8,3,2929,10,4,17,excellent,282
1868,0.5,no,2,1,40,0.9,179,8,17,298,8,2,17,sw_errors,57
673,1.7,yes,3,1,22,0.1,88,1,5,2050,7,2,17,good,162
1991,2.8,no,3,1,15,0.1,181,1,13,1861,8,5,17,good,179
1235,1.8,yes,3,0,21,0.5,197,3,4,464,14,2,17,fair,83
1430,0.9,no,3,0,56,0.1,179,3,5,752,17,8,17,parts_only,35
826,0.6,no,3,0,62,0.7,187,4,19,1998,17,4,17,fair,132
1021,1.5,yes,3,1,31,0.1,97,7,10,1066,18,15,17,good,149
1573,3,yes,3,1,24,1,125,8,5,2776,5,3,17,excellent,299
1537,2.5,no,4,1,43,0.3,137,1,5,3685,18,17,17,like_new,498
1522,0.7,yes,4,0,28,0.2,124,1,5,1368,14,5,17,good,132
723,1.9,no,4,0,30,0.3,102,1,7,2339,19,9,17,excellent,299
763,1.2,yes,4,1,59,0.6,119,1,17,2863,18,3,17,good,263
1359,0.6,no,4,0,59,0.3,86,2,6,3142,19,3,17,like_new,409
1730,0.5,yes,4,0,54,0.7,93,3,7,1695,19,5,17,fair,69
795,0.5,yes,4,1,55,0.3,155,3,11,3030,12,8,17,excellent,289
1114,2.8,no,4,1,9,0.4,197,3,15,907,10,7,17,fair,99
1571,2.8,yes,4,0,44,0.4,194,5,5,3141,8,1,17,like_new,399
1283,1.6,yes,4,0,47,0.9,93,5,5,2698,9,6,17,excellent,289
1053,2.1,no,4,0,12,0.1,95,7,7,3701,13,1,17,like_new,409
1368,1.6,yes,4,0,9,0.1,115,7,7,2941,13,12,17,like_new,409
890,0.5,no,5,0,9,0.4,113,1,10,1238,6,2,17,good,109
1127,2.9,yes,5,1,57,0.8,163,1,13,2048,11,5,17,good,189
1379,1.1,no,5,1,36,0.8,200,2,7,3426,5,4,17,like_new,409
1066,1.6,no,5,0,39,0.6,131,5,17,2728,6,0,17,excellent,289
1703,0.5,no,5,1,23,0.2,92,6,7,793,7,3,17,fair,65
881,0.8,yes,5,0,6,0.4,117,6,12,2813,18,1,17,good,263
1349,2.2,yes,5,0,55,0.1,105,7,7,2462,15,7,17,excellent,279
1826,0.5,yes,5,1,49,0.6,172,8,6,1612,17,9,17,excellent,289
1986,0.8,no,5,1,13,0.2,108,8,7,1190,7,5,17,fair,75
988,1.6,no,6,1,12,0.8,132,4,8,376,9,1,17,excellent,397
1584,1.3,no,6,0,41,0.6,135,4,15,1561,10,5,17,good,139
1137,2.2,no,6,1,3,0.9,173,5,7,316,15,14,17,sw_errors,49
1283,0.5,yes,6,0,48,0.5,176,6,9,1182,11,8,17,fair,149
1751,0.5,yes,6,0,8,0.6,178,6,20,2969,8,6,17,good,223
730,1.3,yes,6,0,6,0.9,167,7,10,2812,10,1,17,good,263
1623,1.2,no,6,1,61,0.9,120,7,12,1510,12,10,17,excellent,289
1494,2.4,no,6,1,3,0.9,93,7,17,1208,14,13,17,good,162
1641,1.1,no,6,0,48,0.7,97,8,7,1695,13,6,17,good,263
1002,2.6,yes,7,0,27,0.1,146,1,10,1295,18,15,17,fair,55
701,0.7,no,7,0,15,0.5,160,3,11,1756,6,3,17,good,149
1986,0.5,yes,7,1,39,0.1,89,7,19,3476,11,8,17,like_new,399
1709,0.8,no,8,1,58,0.8,136,2,10,1781,18,3,17,good,263
1948,2.8,yes,8,0,16,0.1,100,5,10,3630,9,7,17,like_new,498
1319,2,yes,9,1,28,0.8,178,1,19,3095,7,1,17,like_new,409
1908,0.5,no,9,1,30,1,111,2,19,2944,19,17,17,excellent,309
680,2.1,yes,9,1,9,0.1,131,3,11,2438,14,2,17,excellent,279
1210,1.6,yes,9,0,57,0.5,111,4,20,1886,16,0,17,good,149
1848,0.5,no,9,0,36,0.1,174,6,10,3380,10,2,17,excellent,309
1974,0.5,yes,9,0,10,0.8,145,6,12,1433,6,1,17,fair,114
