Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,VehicleCategory,PolicyNumber,RepNumber,Deductible,DriverRating,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AddressChange_Claim,NumberOfCars,BasePolicy,VehiclePrice,PastNumberOfClaims,FraudFound_P
Jun,3,Saturday,Honda,Urban,Monday,Jun,3,Male,Married,50,Policy Holder,Sport,10220,16,400,2,7 years,41 to 50,No,No,no change,1,Liability,33879,9,0
Jun,1,Tuesday,Toyota,Urban,Friday,Jun,4,Male,Single,49,Policy Holder,Sport,10221,3,400,1,7 years,41 to 50,No,No,no change,1,Liability,21642,6,0
May,1,Saturday,Pontiac,Urban,Thursday,Jun,4,Female,Married,27,Policy Holder,Sedan,10222,13,400,4,6 years,31 to 35,No,No,no change,1,Collision,22883,4,0
Feb,3,Sunday,Honda,Urban,Sunday,Feb,3,Male,Married,63,Policy Holder,Sport,10223,12,400,1,7 years,51 to 65,No,No,no change,1,Collision,89757,0,1
Feb,3,Monday,Pontiac,Rural,Tuesday,Feb,4,Male,Married,38,Policy Holder,Sedan,10224,12,400,4,7 years,36 to 40,No,No,no change,1,All Perils,36024,1,1
Sep,1,Saturday,Mazda,Urban,Friday,Sep,2,Male,Single,59,Third Party,Sedan,10225,10,400,1,more than 7,51 to 65,No,No,no change,1,Collision,72201,1,0
Feb,3,Monday,Mazda,Rural,Tuesday,Feb,4,Male,Married,69,Third Party,Sedan,10226,2,400,1,more than 7,over 65,No,No,no change,1,All Perils,39218,0,0
Sep,4,Friday,Pontiac,Urban,Monday,Sep,4,Female,Married,32,Third Party,Sedan,10227,2,400,3,6 years,31 to 35,No,No,no change,1,Collision,22783,0,0
Mar,4,Tuesday,Toyota,Urban,Monday,Oct,5,Male,Married,46,Policy Holder,Sedan,10228,12,400,3,more than 7,41 to 50,No,No,4 to 8 years,2,All Perils,28517,1,0
Mar,1,Wednesday,Honda,Rural,Wednesday,Mar,1,Male,Single,0,Policy Holder,Sedan,10229,2,400,3,new,16 to 17,No,No,no change,1,Collision,76892,0,0
Feb,5,Monday,Toyota,Rural,Monday,Mar,2,Male,Married,34,Policy Holder,Sedan,10230,3,400,3,6 years,31 to 35,No,No,no change,1,Collision,26934,1,0
Apr,4,Wednesday,Toyota,Urban,Wednesday,Apr,4,Male,Single,23,Policy Holder,Sedan,10231,11,400,2,2 years,26 to 30,No,No,no change,1,All Perils,88590,0,0
Mar,5,Tuesday,Mazda,Urban,Friday,Apr,1,Male,Married,48,Third Party,Sedan,10232,14,400,3,7 years,41 to 50,No,No,no change,1,Collision,14137,1,0
Aug,4,Thursday,Ford,Urban,Thursday,Aug,4,Female,Married,38,Policy Holder,Sport,10233,3,400,4,7 years,36 to 40,No,No,no change,1,Liability,FALSE,4,0
Jul,4,Wednesday,Toyota,Urban,Monday,Oct,3,Male,Single,42,Policy Holder,Sport,10234,8,400,2,7 years,36 to 40,No,No,no change,1,Liability,32171,1,0
Sep,3,Tuesday,Pontiac,Urban,Monday,Sep,4,Male,Married,50,Policy Holder,Sport,10235,8,400,1,more than 7,41 to 50,No,No,no change,1,Liability,26872,1,0
Oct,5,Friday,Pontiac,Urban,Monday,Nov,5,Male,Single,33,Policy Holder,Sport,10236,9,400,1,6 years,31 to 35,No,No,no change,1,Liability,39723,1,0
Oct,2,Tuesday,Toyota,Urban,Tuesday,Jan,1,Male,Married,51,Third Party,Sedan,10237,3,400,2,more than 7,41 to 50,No,No,no change,1,All Perils,23751,2,0
Sep,5,Thursday,Pontiac,Urban,Thursday,Oct,1,Male,Married,37,Third Party,Sedan,10238,12,400,4,6 years,36 to 40,No,Yes,no change,1,All Perils,27759,1,0
Dec,3,Friday,Chevrolet,Urban,Monday,Jan,1,Male,Married,39,Policy Holder,Sport,10239,15,400,2,more than 7,36 to 40,No,No,no change,1,Liability,27286,0,0
Dec,1,Friday,Pontiac,Urban,Friday,Dec,2,Male,Married,49,Third Party,Sedan,10240,7,400,4,more than 7,41 to 50,No,No,no change,1,All Perils,24828,0,0
May,5,Monday,Toyota,Urban,Thursday,Jun,1,Male,Married,22,Policy Holder,Sedan,10241,13,400,4,3 years,26 to 30,No,No,no change,1,Collision,20649,0,0
Oct,4,Sunday,Toyota,Urban,Monday,Oct,4,Male,Married,79,Policy Holder,Sedan,10242,4,400,2,more than 7,over 65,No,No,no change,1,Collision,36134,7,0
Oct,3,Friday,Accura,Urban,Friday,Oct,4,Male,Married,44,Policy Holder,Sport,10243,2,400,3,more than 7,36 to 40,No,No,no change,1,Liability,37401,1,0
Oct,4,Saturday,Toyota,Urban,Monday,Oct,4,Female,Single,27,Third Party,Sport,10244,2,400,2,6 years,31 to 35,No,No,no change,1,Liability,78781,4,0
Nov,4,Saturday,Chevrolet,Urban,Monday,Nov,4,Male,Single,29,Third Party,Sedan,10245,9,400,3,7 years,31 to 35,No,No,no change,1,All Perils,22504,0,0
Aug,5,Tuesday,Chevrolet,Urban,Monday,Sep,1,Female,Married,51,Third Party,Sedan,10246,9,400,4,7 years,41 to 50,Yes,No,no change,1,All Perils,27894,1,0
Feb,3,Monday,Honda,Urban,Friday,Feb,4,Male,Single,47,Third Party,Sedan,10247,7,400,1,more than 7,41 to 50,No,No,no change,1,Collision,36087,1,0
Feb,4,Tuesday,Mazda,Urban,Thursday,Feb,4,Male,Married,29,Policy Holder,Sedan,10248,2,400,1,5 years,31 to 35,No,No,no change,1,Collision,28625,1,0
Feb,1,Tuesday,Pontiac,Urban,Wednesday,Feb,1,Male,Single,33,Third Party,Sedan,10249,13,400,3,5 years,31 to 35,No,No,4 to 8 years,2,Collision,20434,4,0
Apr,3,Wednesday,Pontiac,Urban,Thursday,Jun,3,Female,Married,76,Policy Holder,Sport,10250,2,400,1,more than 7,over 65,Yes,No,no change,1,Liability,22413,4,0
Apr,3,Wednesday,Pontiac,Urban,Thursday,Apr,3,Male,Married,49,Policy Holder,Sport,10251,1,400,4,more than 7,41 to 50,No,No,no change,3,Liability,FALSE,3,0
Feb,3,Monday,Pontiac,Urban,Thursday,Mar,5,Male,Married,35,Third Party,Sedan,10252,11,500,1,7 years,31 to 35,No,No,2 to 3 years,1,All Perils,26198,6,1
Oct,2,Monday,Accura,Urban,Friday,Oct,4,Male,Married,28,Policy Holder,Utility,10253,11,400,4,6 years,31 to 35,Yes,No,no change,1,All Perils,96176,1,0
Sep,4,Sunday,Toyota,Urban,Thursday,Nov,1,Male,Married,32,Policy Holder,Sedan,10254,16,400,2,6 years,31 to 35,No,No,no change,1,Collision,22549,1,0
Feb,3,Monday,Pontiac,Urban,Thursday,Feb,4,Male,Single,29,Policy Holder,Sedan,10255,9,400,2,6 years,31 to 35,No,No,no change,1,Collision,28849,1,1
Jan,3,Friday,Honda,Urban,Monday,Jan,4,Female,Single,32,Policy Holder,Sedan,10256,16,400,1,7 years,31 to 35,No,No,no change,1,Collision,20147,0,0
Jan,3,Friday,Pontiac,Urban,Friday,Jan,3,Male,Single,66,Policy Holder,Sport,10257,9,400,1,more than 7,over 65,No,No,no change,1,Liability,21716,8,0
Dec,3,Saturday,Mazda,Urban,Thursday,Dec,4,Male,Single,31,Policy Holder,Sedan,10258,15,400,1,7 years,31 to 35,No,No,no change,1,Collision,37975,2,0
Oct,1,Thursday,Pontiac,Urban,Friday,Oct,2,Male,Single,30,Policy Holder,Sedan,10259,8,400,4,6 years,31 to 35,No,No,no change,1,All Perils,37419,2,0
Feb,4,Tuesday,Toyota,Urban,Thursday,Feb,4,Male,Married,41,Policy Holder,Sedan,10260,10,400,1,7 years,36 to 40,No,No,no change,1,Collision,28136,3,1
Feb,4,Tuesday,Pontiac,Urban,Thursday,Mar,2,Male,Married,41,Policy Holder,Utility,10261,14,400,2,7 years,36 to 40,No,No,no change,1,All Perils,94274,1,1
Aug,1,Wednesday,Toyota,Urban,Thursday,Aug,1,Male,Married,26,Third Party,Sedan,10262,11,700,1,7 years,31 to 35,No,No,no change,1,Collision,34025,1,0
Jul,3,Thursday,Toyota,Rural,Monday,Jul,3,Male,Married,31,Policy Holder,Sedan,10263,9,400,2,7 years,31 to 35,No,No,no change,1,Collision,5621,4,0
Jan,2,Tuesday,Mazda,Urban,Wednesday,Jan,2,Male,Married,47,Policy Holder,Sport,10264,2,400,2,more than 7,41 to 50,No,No,no change,1,Liability,32086,0,0
Jan,2,Thursday,Mazda,Urban,Tuesday,Jan,3,Male,Married,58,Third Party,Sedan,10265,4,400,3,7 years,51 to 65,No,No,no change,1,All Perils,26343,0,0
Jan,3,Saturday,Pontiac,Urban,Friday,Jan,4,Male,Married,39,Policy Holder,Sedan,10266,2,400,4,more than 7,36 to 40,No,No,no change,1,Collision,32388,0,0
Jan,3,Friday,Chevrolet,Urban,Friday,Jan,3,Male,Married,57,Policy Holder,Sport,10267,1,400,4,more than 7,51 to 65,No,No,no change,1,Liability,21029,5,0
Jan,3,Friday,Mazda,Urban,Monday,Jan,3,Male,Single,32,Third Party,Sport,10268,8,400,3,7 years,31 to 35,No,No,no change,1,Liability,36186,9,0
Jan,1,Monday,Honda,Urban,Tuesday,Jan,1,Male,Single,0,Policy Holder,Sport,10269,5,400,3,new,16 to 17,No,No,no change,1,Liability,73689,10,0
Mar,1,Friday,Chevrolet,Rural,Wednesday,Mar,2,Male,Single,24,Policy Holder,Sedan,10270,15,400,1,5 years,26 to 30,No,No,4 to 8 years,2,Collision,21483,2,0
Feb,3,Wednesday,Honda,Urban,Tuesday,Feb,4,Male,Married,35,Third Party,Sedan,10271,9,400,4,7 years,31 to 35,No,No,no change,1,All Perils,37879,4,0
Jul,2,Sunday,Accura,Urban,Wednesday,Aug,3,Male,Married,64,Policy Holder,Sedan,10272,2,400,1,more than 7,51 to 65,No,No,no change,1,All Perils,86582,2,0
Jun,1,Sunday,Pontiac,Urban,Tuesday,Jun,2,Male,Single,28,Policy Holder,Sedan,10273,14,400,2,6 years,31 to 35,No,No,no change,1,Collision,38016,6,0
Apr,3,Wednesday,Pontiac,Urban,Wednesday,Apr,3,Male,Married,27,Policy Holder,Sedan,10274,15,400,4,5 years,31 to 35,No,No,no change,1,Collision,21538,0,0
Jan,2,Monday,Pontiac,Urban,Friday,Jan,4,Male,Married,49,Third Party,Sedan,10275,1,400,2,more than 7,41 to 50,No,No,no change,1,All Perils,28520,1,0
Aug,1,Tuesday,Chevrolet,Urban,Wednesday,Aug,1,Male,Married,55,Third Party,Sport,10276,4,400,1,6 years,41 to 50,No,No,no change,1,Liability,FALSE,0,0
Aug,1,Sunday,Honda,Rural,Tuesday,Aug,3,Male,Single,0,Policy Holder,Sport,10277,6,400,3,new,16 to 17,No,No,no change,1,Liability,71269,1,0
Oct,3,Wednesday,Toyota,Urban,Wednesday,Jan,3,Female,Single,29,Third Party,Sedan,10278,10,400,2,6 years,31 to 35,No,No,no change,1,Collision,23282,1,0
Feb,4,Wednesday,Pontiac,Urban,Friday,Feb,4,Male,Single,31,Third Party,Sedan,10279,15,400,3,6 years,31 to 35,No,No,no change,1,Collision,20784,0,0
Apr,1,Tuesday,Ford,Urban,Wednesday,Apr,1,Male,Married,64,Policy Holder,Sedan,10280,3,400,3,more than 7,51 to 65,No,No,no change,1,All Perils,61658,0,0
Jul,1,Saturday,VW,Urban,Monday,Jul,1,Male,Married,42,Policy Holder,Sport,10281,1,400,1,7 years,36 to 40,No,No,no change,1,Liability,FALSE,1,0
Aug,5,Monday,Honda,Urban,Wednesday,Aug,5,Male,Married,44,Third Party,Sedan,10282,6,400,1,7 years,36 to 40,No,No,no change,1,All Perils,27005,1,0
Jan,4,Monday,Pontiac,Urban,Monday,Jan,4,Male,Married,47,Policy Holder,Sedan,10283,12,400,4,more than 7,41 to 50,No,No,no change,1,All Perils,7053,0,0
Feb,3,Tuesday,Pontiac,Urban,Thursday,Feb,3,Male,Married,62,Third Party,Sedan,10284,15,400,1,5 years,51 to 65,Yes,No,1 year,1,All Perils,20220,4,0
Feb,2,Sunday,Honda,Urban,Tuesday,Feb,3,Male,Single,24,Third Party,Sport,10285,5,400,3,5 years,26 to 30,No,No,no change,1,Liability,25257,4,0
Feb,4,Thursday,Accura,Urban,Monday,Mar,1,Male,Married,50,Third Party,Sedan,10286,8,400,2,more than 7,41 to 50,No,No,no change,1,Collision,FALSE,2,0
Aug,5,Wednesday,Chevrolet,Urban,Thursday,Oct,4,Male,Single,41,Policy Holder,Sport,10287,1,400,4,7 years,36 to 40,No,No,no change,1,Liability,35659,3,0
Feb,4,Thursday,Pontiac,Urban,Wednesday,Mar,1,Male,Married,37,Third Party,Sedan,10288,1,400,1,more than 7,36 to 40,No,No,no change,1,Collision,25047,1,0
Feb,4,Thursday,Honda,Urban,Monday,Mar,1,Male,Married,33,Policy Holder,Sedan,10289,9,400,4,7 years,31 to 35,No,No,no change,1,All Perils,20178,0,1
May,5,Tuesday,Mazda,Urban,Tuesday,May,5,Male,Married,65,Policy Holder,Sedan,10290,7,400,2,more than 7,51 to 65,No,No,no change,1,Collision,20271,0,0
Jan,3,Saturday,Pontiac,Rural,Tuesday,Jan,3,Male,Married,41,Policy Holder,Sedan,10291,8,400,4,7 years,36 to 40,No,No,4 to 8 years,2,All Perils,17804,0,0
Feb,4,Thursday,Mazda,Urban,Friday,Feb,4,Male,Single,68,Policy Holder,Sedan,10292,3,400,1,more than 7,over 65,No,No,no change,3,All Perils,25480,10,1
Jan,1,Friday,Pontiac,Rural,Thursday,Jan,2,Male,Married,52,Third Party,Sedan,10293,4,700,3,more than 7,41 to 50,No,No,no change,1,Collision,16099,0,0
Jan,1,Wednesday,Honda,Urban,Monday,Jan,2,Male,Single,33,Policy Holder,Sport,10294,7,400,2,6 years,31 to 35,No,No,no change,1,Liability,86381,2,0
Jan,1,Tuesday,Honda,Urban,Tuesday,Jan,1,Male,Married,46,Policy Holder,Sport,10295,12,400,3,7 years,41 to 50,No,No,no change,1,Liability,25096,3,0
Jan,1,Monday,Honda,Urban,Tuesday,Jan,1,Male,Married,40,Policy Holder,Sport,10296,15,400,4,more than 7,36 to 40,No,No,no change,1,Liability,27607,10,0
Dec,5,Friday,Mazda,Urban,Tuesday,Jan,1,Female,Married,37,Policy Holder,Sport,10297,10,400,3,7 years,36 to 40,No,No,no change,1,Liability,5023,2,0
Dec,5,Thursday,Toyota,Rural,Wednesday,Jan,2,Female,Single,29,Policy Holder,Sport,10298,11,400,1,3 years,31 to 35,No,No,no change,1,Liability,89664,4,0
Nov,2,Tuesday,Honda,Urban,Thursday,Nov,2,Male,Married,29,Third Party,Sedan,10299,9,400,1,6 years,31 to 35,No,No,no change,1,All Perils,34603,0,0
Sep,5,Wednesday,Honda,Urban,Thursday,Sep,5,Male,Married,42,Third Party,Sedan,10300,11,400,2,7 years,36 to 40,No,No,no change,1,Collision,37863,1,0
Sep,4,Wednesday,Pontiac,Urban,Friday,Sep,4,Male,Married,46,Policy Holder,Sedan,10301,13,400,2,more than 7,41 to 50,No,No,no change,1,All Perils,21334,2,0
Sep,1,Friday,Saab,Urban,Tuesday,Sep,1,Male,Married,32,Policy Holder,Sport,10302,12,400,4,7 years,31 to 35,No,No,no change,1,Liability,26153,1,0
Jul,1,Tuesday,Pontiac,Urban,Thursday,Jul,2,Male,Married,64,Policy Holder,Sport,10303,15,500,3,7 years,51 to 65,No,No,2 to 3 years,1,Liability,33553,2,0
Jun,1,Friday,Pontiac,Urban,Monday,Jun,1,Male,Married,34,Policy Holder,Sedan,10304,9,400,2,6 years,31 to 35,No,No,no change,1,Collision,21845,1,0
Feb,2,Friday,Honda,Urban,Friday,Feb,2,Male,Single,0,Policy Holder,Sport,10305,9,400,3,new,16 to 17,No,No,no change,1,Liability,96733,1,0
Dec,2,Wednesday,Pontiac,Urban,Tuesday,Dec,3,Male,Single,30,Policy Holder,Sedan,10306,4,400,2,7 years,31 to 35,No,Yes,no change,1,All Perils,10863,0,0
Jun,5,Wednesday,Honda,Rural,Tuesday,Jan,4,Male,Single,0,Policy Holder,Sedan,10307,7,400,2,new,16 to 17,No,No,no change,1,All Perils,81208,1,0
Nov,5,Tuesday,Toyota,Urban,Tuesday,Nov,5,Female,Single,26,Policy Holder,Sedan,10308,16,400,2,5 years,31 to 35,No,No,no change,1,Collision,20660,1,0
Jun,4,Monday,Chevrolet,Urban,Monday,Jun,4,Male,Married,41,Policy Holder,Sport,10309,2,400,4,7 years,36 to 40,No,No,no change,1,Liability,24275,10,0
Jun,3,Saturday,Toyota,Urban,Monday,Jun,4,Male,Married,65,Policy Holder,Sedan,10310,6,400,1,more than 7,51 to 65,No,No,no change,1,All Perils,27473,0,0
Jun,3,Saturday,Honda,Urban,Tuesday,Jun,3,Male,Single,21,Policy Holder,Sedan,10311,1,400,3,5 years,26 to 30,Yes,No,no change,1,Collision,21231,2,0
Jun,3,Monday,Pontiac,Urban,Thursday,Jun,4,Male,Married,27,Third Party,Sport,10312,4,400,2,7 years,31 to 35,No,No,4 to 8 years,2,Liability,69008,10,0
May,1,Friday,Honda,Urban,Monday,Jun,3,Female,Single,36,Policy Holder,Sedan,10313,6,400,1,6 years,36 to 40,No,No,no change,1,Collision,20588,2,0
Apr,4,Monday,Honda,Rural,Tuesday,Apr,4,Female,Married,37,Policy Holder,Sedan,10314,5,400,1,7 years,36 to 40,No,No,no change,1,Collision,14125,0,0
Apr,4,Friday,Honda,Urban,Friday,Apr,4,Female,Married,28,Policy Holder,Sedan,10315,14,400,1,7 years,31 to 35,No,No,no change,1,Collision,27812,4,0
Dec,4,Wednesday,Chevrolet,Urban,Wednesday,Jan,1,Male,Married,32,Policy Holder,Sport,10316,11,400,4,5 years,31 to 35,No,No,no change,1,Liability,24623,0,0
Sep,2,Sunday,Chevrolet,Urban,Monday,Sep,2,Male,Married,54,Third Party,Sedan,10317,7,400,2,more than 7,41 to 50,No,No,no change,1,Collision,38232,1,0
Aug,3,Friday,Toyota,Urban,Wednesday,Sep,3,Male,Married,60,Policy Holder,Sedan,10318,9,400,2,more than 7,51 to 65,No,No,no change,1,Collision,7354,1,0
Feb,4,Friday,Pontiac,Urban,Friday,Mar,1,Female,Married,39,Third Party,Sedan,10319,5,400,2,5 years,36 to 40,No,No,no change,1,Collision,19304,3,0
Jun,5,Tuesday,Chevrolet,Urban,Tuesday,Jul,1,Female,Single,31,Third Party,Sport,10320,12,400,4,5 years,31 to 35,No,No,no change,1,Liability,24172,0,0
Jun,2,Monday,Honda,Urban,Monday,Jun,2,Female,Married,54,Policy Holder,Sedan,10321,7,400,1,7 years,41 to 50,No,No,no change,1,Collision,29787,3,0
May,3,Sunday,Toyota,Urban,Wednesday,Jun,1,Male,Single,34,Policy Holder,Sport,10322,10,400,2,6 years,31 to 35,No,No,no change,1,Liability,22189,8,0
Apr,1,Tuesday,Chevrolet,Urban,Friday,Apr,2,Male,Married,49,Policy Holder,Sport,10323,15,400,1,more than 7,41 to 50,No,No,no change,1,Liability,FALSE,9,0
Mar,2,Saturday,Pontiac,Urban,Monday,Mar,3,Male,Married,59,Third Party,Sedan,10324,13,700,2,more than 7,51 to 65,No,No,no change,1,All Perils,25336,2,0
Feb,4,Friday,Honda,Urban,Monday,Mar,1,Male,Married,28,Third Party,Sedan,10325,16,400,1,7 years,31 to 35,No,No,no change,1,All Perils,20225,1,0
May,5,Sunday,Honda,Urban,Wednesday,Jun,2,Male,Single,0,Third Party,Sedan,10326,3,400,2,new,16 to 17,No,No,no change,1,All Perils,69406,0,0
Feb,2,Tuesday,Chevrolet,Urban,Wednesday,Feb,4,Female,Single,21,Third Party,Sedan,10327,13,400,2,5 years,26 to 30,No,No,no change,1,Collision,26983,3,0
Nov,5,Thursday,Honda,Urban,Friday,Dec,1,Male,Married,46,Third Party,Sport,10328,16,400,4,7 years,41 to 50,No,No,no change,1,Liability,24422,1,0
Oct,5,Saturday,Honda,Urban,Wednesday,Nov,1,Female,Single,35,Policy Holder,Sport,10329,2,400,2,6 years,31 to 35,No,No,no change,1,Liability,27660,3,0
Apr,1,Sunday,Toyota,Urban,Monday,Apr,1,Male,Married,64,Policy Holder,Sedan,10330,15,400,2,more than 7,51 to 65,No,No,no change,1,Collision,22022,4,0
Apr,1,Monday,Pontiac,Urban,Wednesday,Apr,4,Female,Single,29,Policy Holder,Sedan,10331,1,400,1,5 years,31 to 35,No,No,no change,1,Collision,17624,0,0
Feb,3,Wednesday,Chevrolet,Urban,Monday,Feb,3,Male,Married,54,Policy Holder,Utility,10332,16,400,4,more than 7,41 to 50,No,No,no change,1,All Perils,84929,0,0
Feb,3,Wednesday,Honda,Urban,Monday,Feb,3,Male,Single,29,Policy Holder,Sport,10333,16,400,4,7 years,31 to 35,No,No,4 to 8 years,4,Liability,27397,2,0
Feb,3,Thursday,Toyota,Urban,Friday,Feb,4,Male,Married,54,Policy Holder,Sport,10334,7,400,2,7 years,41 to 50,No,No,no change,1,Liability,33038,5,0
Feb,2,Wednesday,Honda,Urban,Monday,Feb,2,Male,Single,26,Policy Holder,Sedan,10335,3,400,4,6 years,31 to 35,No,No,no change,1,Collision,24135,3,0
Feb,4,Friday,Honda,Urban,Monday,Feb,4,Male,Married,36,Policy Holder,Sedan,10336,12,400,1,7 years,36 to 40,No,No,no change,1,All Perils,29256,1,1
Nov,1,Sunday,Toyota,Urban,Friday,Nov,2,Male,Single,54,Third Party,Sedan,10337,1,400,3,more than 7,41 to 50,No,No,no change,1,All Perils,20323,3,0
Mar,3,Thursday,Chevrolet,Urban,Tuesday,Mar,4,Female,Single,39,Third Party,Sedan,10338,14,400,1,7 years,36 to 40,No,No,no change,1,Collision,21840,3,0
Mar,2,Thursday,Honda,Urban,Thursday,Mar,3,Male,Married,41,Third Party,Sport,10339,4,400,3,7 years,36 to 40,No,No,no change,1,Liability,26479,3,0
Feb,4,Friday,Honda,Urban,Friday,Mar,1,Female,Married,34,Policy Holder,Sedan,10340,4,400,4,6 years,31 to 35,Yes,No,no change,1,All Perils,10886,2,1
Jun,4,Tuesday,Honda,Urban,Tuesday,Jun,4,Male,Single,23,Policy Holder,Sedan,10341,1,400,1,4 years,26 to 30,No,No,no change,1,Collision,27561,5,0
Jun,3,Tuesday,Mazda,Urban,Wednesday,Jun,4,Male,Married,43,Third Party,Sedan,10342,3,400,4,7 years,36 to 40,No,No,no change,1,Collision,24256,0,0
Mar,2,Sunday,Honda,Urban,Monday,Mar,2,Male,Married,38,Third Party,Sedan,10343,10,400,2,7 years,36 to 40,No,No,no change,1,Collision,25728,2,0
Feb,4,Friday,Toyota,Urban,Monday,Feb,4,Female,Single,25,Policy Holder,Sedan,10344,11,400,1,5 years,26 to 30,No,No,no change,1,Collision,27982,0,1
Mar,1,Wednesday,Mazda,Urban,Monday,Mar,1,Male,Married,61,Policy Holder,Sport,10345,16,400,2,more than 7,51 to 65,No,No,no change,1,Liability,24125,0,0
Feb,4,Monday,Pontiac,Urban,Monday,Feb,4,Male,Married,53,Policy Holder,Sedan,10346,16,400,4,more than 7,41 to 50,No,No,no change,1,All Perils,28928,0,0
Feb,3,Saturday,Pontiac,Urban,Tuesday,Feb,4,Male,Single,20,Policy Holder,Sedan,10347,1,400,1,2 years,21 to 25,Yes,No,no change,1,Collision,22437,0,0
Feb,3,Sunday,Pontiac,Urban,Wednesday,Mar,1,Female,Married,62,Policy Holder,Sport,10348,10,400,3,7 years,51 to 65,No,No,no change,1,Liability,30037,6,0
Feb,3,Saturday,Chevrolet,Urban,Thursday,Feb,4,Male,Married,55,Policy Holder,Sport,10349,6,400,2,more than 7,41 to 50,No,No,no change,1,Liability,35017,8,0
Feb,3,Monday,Chevrolet,Urban,Tuesday,Feb,3,Female,Married,29,Policy Holder,Sedan,10350,4,400,4,6 years,31 to 35,No,No,no change,1,All Perils,29217,1,0
Feb,3,Monday,Mazda,Urban,Monday,Feb,3,Male,Married,39,Policy Holder,Sport,10351,16,400,2,7 years,36 to 40,No,No,no change,1,Liability,32176,0,0
Feb,1,Saturday,Saturn,Urban,Thursday,Feb,3,Female,Married,52,Policy Holder,Sport,10352,8,400,3,7 years,41 to 50,No,No,no change,1,Liability,FALSE,4,0
Feb,1,Friday,Honda,Urban,Friday,Feb,1,Male,Single,26,Policy Holder,Sedan,10353,15,400,3,7 years,31 to 35,No,No,no change,1,Collision,23883,2,0
Jan,3,Tuesday,Pontiac,Urban,Wednesday,Jan,3,Male,Married,42,Policy Holder,Sport,10354,15,500,3,more than 7,36 to 40,No,No,2 to 3 years,2,Liability,25570,4,0
Jan,3,Wednesday,Chevrolet,Urban,Thursday,Jan,3,Male,Married,28,Third Party,Sedan,10355,3,700,3,7 years,31 to 35,No,No,no change,1,Collision,37448,3,0
Jan,3,Tuesday,Toyota,Urban,Wednesday,Jan,3,Male,Married,42,Policy Holder,Sedan,10356,2,400,2,more than 7,36 to 40,No,No,no change,1,All Perils,36818,4,0
Mar,3,Monday,Mazda,Urban,Tuesday,Mar,4,Male,Married,27,Policy Holder,Sedan,10357,3,400,2,6 years,31 to 35,No,No,no change,1,Collision,23350,1,0
Feb,4,Saturday,Mercury,Rural,Tuesday,Mar,2,Male,Single,22,Policy Holder,Sport,10358,6,400,2,5 years,26 to 30,No,No,no change,1,Liability,27809,1,1
Mar,2,Thursday,Pontiac,Rural,Thursday,Mar,2,Female,Married,47,Policy Holder,Sport,10359,15,400,4,7 years,41 to 50,No,No,no change,1,Liability,34205,3,0
Jan,5,Saturday,Pontiac,Urban,Monday,Jan,5,Male,Married,53,Policy Holder,Sedan,10360,15,400,2,more than 7,41 to 50,No,No,no change,1,Collision,26482,1,0
Jan,5,Sunday,Pontiac,Urban,Tuesday,Feb,1,Male,Married,32,Policy Holder,Sport,10361,1,400,3,5 years,31 to 35,No,No,no change,1,Liability,27532,2,0
Jan,4,Thursday,Pontiac,Urban,Tuesday,Feb,1,Male,Married,62,Third Party,Sedan,10362,3,400,4,more than 7,51 to 65,No,No,no change,1,Collision,22105,0,0
Jan,2,Friday,Pontiac,Urban,Friday,Jan,3,Male,Married,45,Policy Holder,Sport,10363,1,400,4,7 years,36 to 40,No,No,no change,1,Liability,23468,3,0
Jan,2,Saturday,Chevrolet,Urban,Tuesday,Jan,2,Male,Married,41,Policy Holder,Sport,10364,6,400,1,7 years,36 to 40,No,No,no change,1,Liability,FALSE,1,0
Jan,2,Friday,Pontiac,Urban,Friday,Jan,5,Male,Married,40,Policy Holder,Sport,10365,5,400,3,7 years,36 to 40,No,No,no change,1,Liability,29403,3,0
Jan,1,Thursday,Mazda,Urban,Monday,Jan,2,Female,Married,33,Policy Holder,Sport,10366,14,400,3,6 years,31 to 35,No,No,no change,1,Liability,38989,1,0
Dec,3,Friday,Pontiac,Urban,Tuesday,Jan,4,Male,Married,33,Policy Holder,Sport,10367,12,400,3,6 years,31 to 35,No,No,no change,1,Liability,79412,10,0
Nov,4,Thursday,Pontiac,Urban,Wednesday,Jan,2,Female,Married,46,Policy Holder,Sedan,10368,3,400,2,7 years,41 to 50,No,No,no change,1,All Perils,27957,1,0
Nov,2,Friday,Honda,Urban,Wednesday,Nov,4,Male,Single,0,Policy Holder,Sport,10369,12,400,2,new,16 to 17,Yes,No,no change,1,Liability,95727,3,0
