,Company Name,Employee Job Title,Employee Gender,Employee Age,Employee Physical Location,Employee Work Location,Retention Priority,Employee Salary,Employment Status,"Last Performance Rating (5=best, 1=worst)",Retained
2995,Mastercard,Back End Developer,f,46,Tokyo,remote,3,913000,Full Time,0.7,0
2996,Google,IOS Developer,other,47,Dubai,hybrid,5,887000,Full Time,4.6,1
2997,Wipro,Full Stack Developer,other,40,Manchester,onsite,1,875000,Full Time,3.5,1
2998,Google,Python Developer,m,32,London,onsite,1,234000,Full Time,1.9,0
2999,Infosys,Data Analyst,other,30,New York,remote,3,806000,Part-Time,0.1,1
3000,Apple,Python Developer,m,55,Sydney,hybrid,4,180000,Part-Time,2.0,0
3001,Amazon,Software Development Engineer,f,49,Sydney,remote,4,977000,Full Time,0.4,0
3002,Amazon,Full Stack Developer,m,51,Bombay,onsite,3,870000,Full Time,0.9,0
3003,Uber,Test Engineer,f,18,Bombay,onsite,5,127000,Part-Time,0.7,1
3004,Mastercard,Full Stack Developer,f,27,Dubai,remote,2,266000,Intern,3.3,0
3005,Microsoft,Research Engineer,m,27,London,onsite,4,804000,Intern,3.7,1
3006,IBM,Research Engineer,other,28,London,onsite,2,612000,Intern,0.4,0
3007,IBM,Software Development Engineer,f,41,Manchester,onsite,5,671000,Part-Time,4.9,0
3008,Wipro,Full Stack Developer,f,28,New York,onsite,2,3000,Part-Time,2.9,1
3009,Wipro,Data Analyst,f,32,Tokyo,onsite,4,833000,Part-Time,1.3,0
3010,Microsoft,Python Developer,other,29,Munich,hybrid,5,391000,Full Time,1.6,0
3011,Infosys,Android Developer,m,36,New York,hybrid,3,43000,Full Time,2.9,0
3012,Infosys,Full Stack Developer,f,52,Tokyo,onsite,4,950000,Intern,2.0,0
3013,Uber,IOS Developer,f,32,Dubai,hybrid,2,221000,Intern,3.9,1
3014,IBM,Back End Developer,f,43,Tokyo,hybrid,2,10000,Full Time,2.8,1
3015,Apple,IOS Developer,other,20,Munich,onsite,2,702000,Full Time,3.6,1
3016,Infosys,Front End Developer,f,41,California,remote,4,521000,Full Time,1.5,0
3017,Uber,Software Development Engineer,other,25,London,hybrid,2,659000,Full Time,2.3,1
3018,Microsoft,IOS Developer,m,35,Sydney,hybrid,5,525000,Full Time,1.8,1
3019,Infosys,Front End Developer,m,34,Tokyo,remote,5,147000,Full Time,1.8,1
3020,Cognizant,Test Engineer,other,27,Munich,remote,4,545000,Full Time,1.9,1
3021,Google,Test Engineer,other,50,Sydney,hybrid,4,824000,Full Time,3.0,1
3022,Google,Android Developer,other,29,Bombay,onsite,5,722000,Full Time,2.4,1
3023,Microsoft,Full Stack Developer,f,21,Manchester,remote,5,348000,Intern,3.6,0
3024,IBM,Test Engineer,m,24,Munich,remote,5,361000,Full Time,4.6,1
3025,Amazon,Back End Developer,f,37,Manchester,remote,2,113000,Intern,2.3,0
3026,Uber,Research Engineer,other,31,Sydney,onsite,1,266000,Full Time,4.1,0
3027,Google,Test Engineer,f,26,Manchester,onsite,1,254000,Full Time,4.1,0
3028,Apple,Python Developer,other,18,Manchester,onsite,2,834000,Part-Time,2.0,0
3029,Wipro,Research Engineer,other,42,California,hybrid,4,131000,Part-Time,3.6,0
3030,Apple,Test Engineer,m,43,Dubai,hybrid,3,398000,Part-Time,3.2,1
3031,Microsoft,Software Development Engineer,m,34,Dubai,onsite,1,960000,Full Time,4.7,1
3032,Microsoft,Test Engineer,f,18,Manchester,hybrid,3,666000,Part-Time,3.1,0
3033,Amazon,IOS Developer,m,25,Tokyo,hybrid,3,160000,Full Time,4.3,1
3034,Google,Software Development Engineer,f,22,Sydney,onsite,5,147000,Intern,2.3,0
3035,Apple,IOS Developer,other,43,Tokyo,hybrid,1,210000,Full Time,1.2,1
3036,Cognizant,Full Stack Developer,other,35,Tokyo,onsite,2,838000,Full Time,2.9,1
3037,Google,Research Engineer,other,29,Manchester,hybrid,1,884000,Full Time,0.1,0
3038,Infosys,Full Stack Developer,m,22,Sydney,remote,1,361000,Full Time,3.4,1
3039,Microsoft,Python Developer,f,31,Tokyo,hybrid,3,954000,Full Time,4.6,0
3040,Microsoft,Full Stack Developer,other,34,Sydney,onsite,1,702000,Full Time,4.8,0
3041,Apple,Full Stack Developer,m,54,London,hybrid,2,993000,Full Time,3.2,0
3042,Infosys,Software Development Engineer,other,50,Moscow,hybrid,2,661000,Intern,3.7,0
3043,Wipro,Front End Developer,other,19,Moscow,remote,2,95000,Full Time,3.5,0
3044,Google,Data Analyst,f,39,Bombay,onsite,1,200000,Full Time,2.5,1
3045,Amazon,Front End Developer,other,29,Munich,hybrid,4,407000,Full Time,4.8,1
3046,Amazon,Data Analyst,m,29,Bombay,hybrid,4,434000,Part-Time,4.9,1
3047,Google,IOS Developer,other,44,Munich,hybrid,3,269000,Part-Time,0.9,1
3048,Cognizant,Research Engineer,m,43,Tokyo,hybrid,3,84000,Full Time,1.7,1
3049,Microsoft,Full Stack Developer,other,42,Dubai,hybrid,5,836000,Part-Time,3.5,1
3050,IBM,Test Engineer,other,32,Sydney,remote,1,640000,Full Time,2.2,1
3051,Amazon,Data Analyst,f,55,Bombay,onsite,4,640000,Full Time,0.9,1
3052,Amazon,Back End Developer,m,51,London,remote,4,277000,Intern,4.8,1
3053,Uber,Front End Developer,f,37,Tokyo,onsite,4,11000,Part-Time,3.2,1
3054,Apple,Full Stack Developer,other,39,California,onsite,1,985000,Full Time,0.3,0
3055,Apple,Full Stack Developer,m,47,Moscow,remote,1,343000,Intern,2.4,1
3056,Google,Research Engineer,f,51,Manchester,onsite,5,886000,Full Time,2.0,0
3057,Amazon,Android Developer,f,40,Manchester,remote,2,859000,Intern,3.1,0
3058,Google,Data Analyst,other,51,Dubai,hybrid,1,613000,Full Time,0.7,0
3059,Uber,Software Development Engineer,other,44,Sydney,onsite,1,348000,Full Time,1.0,0
3060,Amazon,Front End Developer,other,37,Bombay,onsite,5,629000,Part-Time,0.3,1
3061,Wipro,Python Developer,f,55,Munich,onsite,5,616000,Full Time,2.6,1
3062,Uber,Test Engineer,m,22,Tokyo,remote,2,545000,Intern,3.1,0
3063,Wipro,Test Engineer,other,23,Moscow,remote,2,279000,Part-Time,4.2,1
3064,Mastercard,Data Analyst,f,53,Sydney,remote,5,23000,Part-Time,1.1,0
3065,Wipro,Python Developer,m,33,Munich,hybrid,2,100000,Full Time,3.3,0
3066,Amazon,IOS Developer,m,35,Manchester,hybrid,4,994000,Full Time,3.7,1
3067,Mastercard,Test Engineer,f,42,California,hybrid,5,821000,Part-Time,0.3,1
3068,Apple,Software Development Engineer,other,36,California,hybrid,2,153000,Part-Time,0.9,0
3069,Infosys,Back End Developer,m,46,Sydney,hybrid,4,859000,Part-Time,3.9,1
3070,Uber,Research Engineer,m,41,California,hybrid,1,530000,Intern,1.1,0
3071,Amazon,Python Developer,m,18,London,onsite,1,807000,Full Time,0.1,0
3072,Uber,Android Developer,f,47,London,onsite,5,853000,Full Time,2.8,1
3073,Cognizant,Test Engineer,m,35,Bombay,remote,5,155000,Full Time,4.2,1
3074,Wipro,Software Development Engineer,m,50,Moscow,remote,5,922000,Full Time,0.8,0
3075,Amazon,Research Engineer,m,37,Bombay,remote,4,974000,Part-Time,0.8,1
3076,Wipro,Android Developer,other,24,Manchester,onsite,4,528000,Full Time,3.1,1
3077,Google,Android Developer,other,38,Moscow,hybrid,2,625000,Intern,2.7,0
3078,IBM,Android Developer,other,30,Dubai,remote,3,401000,Full Time,1.4,1
3079,Mastercard,Python Developer,f,24,Tokyo,hybrid,2,485000,Full Time,1.5,1
3080,Uber,Full Stack Developer,m,28,London,hybrid,5,140000,Full Time,3.0,0
3081,Cognizant,Python Developer,f,45,London,hybrid,5,8000,Part-Time,0.7,1
3082,Uber,Research Engineer,other,25,Tokyo,hybrid,5,19000,Part-Time,1.5,0
3083,Mastercard,Back End Developer,m,20,Dubai,remote,5,278000,Intern,4.6,1
3084,IBM,Test Engineer,f,38,Manchester,onsite,2,709000,Part-Time,3.4,1
3085,Apple,Android Developer,m,32,California,onsite,2,679000,Part-Time,4.1,1
3086,Apple,Full Stack Developer,f,23,New York,onsite,3,970000,Full Time,2.2,0
3087,Microsoft,Research Engineer,other,50,Dubai,onsite,2,840000,Intern,1.7,0
3088,Mastercard,Front End Developer,other,32,New York,hybrid,4,89000,Full Time,1.9,1
3089,Microsoft,Back End Developer,m,39,Dubai,onsite,3,152000,Intern,2.8,1
3090,Microsoft,Software Development Engineer,f,32,Munich,remote,5,203000,Part-Time,4.4,0
3091,Wipro,Software Development Engineer,other,49,Dubai,hybrid,5,28000,Part-Time,2.3,0
3092,Microsoft,Full Stack Developer,m,43,Moscow,hybrid,5,122000,Full Time,0.0,0
3093,Cognizant,Software Development Engineer,m,32,New York,hybrid,4,909000,Full Time,1.2,1
3094,Uber,Python Developer,other,30,Manchester,onsite,4,771000,Part-Time,0.0,0
3095,Cognizant,Back End Developer,f,25,California,onsite,2,668000,Full Time,2.5,1
3096,Infosys,IOS Developer,f,38,Bombay,onsite,2,7000,Full Time,2.6,1
3097,Infosys,Software Development Engineer,other,45,California,remote,1,329000,Full Time,0.7,0
3098,Uber,Full Stack Developer,other,33,Moscow,hybrid,4,229000,Intern,1.6,0
3099,Uber,IOS Developer,f,28,Manchester,hybrid,1,822000,Full Time,2.6,0
3100,Apple,Software Development Engineer,f,44,Sydney,remote,2,16000,Full Time,1.6,1
3101,Uber,Android Developer,other,28,Sydney,remote,4,226000,Intern,0.7,1
3102,Mastercard,Back End Developer,other,33,Bombay,onsite,5,694000,Part-Time,4.6,0
3103,Apple,Python Developer,m,47,Moscow,remote,4,488000,Full Time,3.0,1
3104,Microsoft,Python Developer,m,20,New York,onsite,3,841000,Full Time,3.7,0
3105,Apple,Python Developer,other,44,Dubai,hybrid,5,548000,Intern,3.9,1
3106,Mastercard,Full Stack Developer,f,34,Bombay,hybrid,2,193000,Full Time,0.9,1
3107,Uber,Front End Developer,f,29,Dubai,remote,1,580000,Full Time,1.5,1
3108,Google,Android Developer,m,33,Munich,remote,5,445000,Intern,4.3,0
3109,Microsoft,Software Development Engineer,other,42,California,remote,2,578000,Full Time,4.6,0
3110,Infosys,Back End Developer,f,39,California,hybrid,4,656000,Full Time,0.2,0
3111,Amazon,Research Engineer,f,54,Manchester,onsite,5,946000,Full Time,0.3,1
3112,Infosys,Software Development Engineer,m,26,New York,hybrid,2,449000,Full Time,1.1,0
3113,Cognizant,Front End Developer,f,54,California,remote,4,818000,Full Time,4.6,0
3114,Microsoft,Test Engineer,m,54,Tokyo,hybrid,4,45000,Part-Time,3.1,0
3115,Infosys,Python Developer,f,34,Bombay,remote,4,568000,Full Time,4.4,0
3116,Mastercard,Data Analyst,f,54,Tokyo,hybrid,3,920000,Full Time,3.7,1
3117,Infosys,Research Engineer,m,43,California,hybrid,5,319000,Intern,1.6,1
3118,Cognizant,Research Engineer,f,41,Tokyo,onsite,5,262000,Full Time,2.0,1
3119,Mastercard,Full Stack Developer,other,49,New York,hybrid,4,717000,Full Time,3.7,1
3120,Wipro,Test Engineer,other,49,London,remote,4,196000,Full Time,1.9,0
3121,Amazon,Android Developer,f,24,Sydney,remote,2,530000,Full Time,1.0,0
3122,IBM,Front End Developer,f,33,New York,hybrid,2,467000,Full Time,3.2,1
3123,Apple,Python Developer,f,40,Sydney,hybrid,4,172000,Intern,1.1,0
3124,Microsoft,Data Analyst,other,37,California,onsite,5,884000,Full Time,4.3,0
3125,Microsoft,Research Engineer,other,41,Manchester,hybrid,1,387000,Full Time,0.6,0
3126,Uber,Test Engineer,m,34,Dubai,onsite,5,185000,Full Time,1.4,1
3127,Mastercard,IOS Developer,f,19,Dubai,remote,5,382000,Full Time,1.1,0
3128,Microsoft,Software Development Engineer,f,50,Tokyo,remote,1,173000,Intern,2.7,1
3129,Uber,Test Engineer,f,31,Tokyo,hybrid,2,674000,Full Time,3.8,1
3130,IBM,Android Developer,m,55,London,hybrid,4,748000,Full Time,1.0,1
3131,Uber,Test Engineer,m,55,Manchester,onsite,1,526000,Part-Time,4.5,0
3132,Mastercard,Full Stack Developer,m,51,Tokyo,onsite,5,928000,Part-Time,4.8,0
3133,Amazon,Software Development Engineer,m,41,Bombay,hybrid,2,48000,Part-Time,4.2,0
3134,IBM,Software Development Engineer,other,42,Manchester,onsite,1,164000,Part-Time,3.2,1
3135,IBM,Software Development Engineer,f,39,London,hybrid,3,603000,Full Time,1.6,0
3136,Mastercard,Full Stack Developer,m,22,Dubai,hybrid,5,335000,Full Time,3.7,0
3137,Google,Python Developer,m,55,Moscow,onsite,5,847000,Full Time,0.0,0
3138,IBM,Research Engineer,f,34,London,remote,3,575000,Full Time,4.1,0
3139,Mastercard,Back End Developer,m,24,Tokyo,remote,1,475000,Part-Time,4.7,0
3140,Uber,Front End Developer,other,48,California,onsite,1,649000,Part-Time,3.8,1
3141,Uber,Software Development Engineer,m,42,Tokyo,hybrid,5,88000,Full Time,5.0,0
3142,Infosys,Android Developer,other,53,New York,onsite,4,369000,Part-Time,4.9,0
3143,Wipro,Test Engineer,m,30,Moscow,onsite,4,544000,Part-Time,1.5,1
3144,Cognizant,Front End Developer,m,45,Munich,onsite,5,826000,Part-Time,4.8,0
3145,Apple,Python Developer,other,51,Bombay,remote,4,570000,Part-Time,3.8,0
3146,Wipro,Software Development Engineer,m,41,Dubai,onsite,2,138000,Part-Time,4.1,1
3147,Uber,IOS Developer,f,45,Munich,remote,3,731000,Part-Time,2.7,1
3148,Infosys,Software Development Engineer,other,21,Bombay,onsite,1,935000,Full Time,2.8,0
3149,Google,Test Engineer,m,38,Tokyo,onsite,5,422000,Part-Time,1.2,0
3150,Google,Back End Developer,m,53,Manchester,onsite,1,796000,Part-Time,1.6,1
3151,Uber,Back End Developer,other,54,Munich,hybrid,3,974000,Part-Time,3.4,0
3152,Cognizant,Test Engineer,other,26,Manchester,onsite,5,240000,Full Time,1.9,0
3153,Amazon,Data Analyst,m,43,Dubai,hybrid,5,190000,Part-Time,3.2,1
3154,Apple,Software Development Engineer,other,30,Bombay,remote,3,520000,Part-Time,4.6,0
3155,Mastercard,Android Developer,other,44,Bombay,hybrid,1,815000,Full Time,0.9,0
3156,Wipro,Android Developer,other,31,London,remote,3,308000,Full Time,3.8,0
3157,Infosys,Back End Developer,f,50,Bombay,onsite,3,293000,Part-Time,3.5,1
3158,Amazon,Python Developer,m,29,Sydney,hybrid,3,698000,Part-Time,0.2,0
3159,Microsoft,IOS Developer,f,34,London,hybrid,4,969000,Full Time,4.2,1
3160,Uber,Front End Developer,other,49,Tokyo,remote,2,935000,Part-Time,2.6,0
3161,Mastercard,Android Developer,f,37,Munich,onsite,4,849000,Part-Time,2.3,1
3162,IBM,Android Developer,f,47,Moscow,hybrid,4,97000,Intern,1.7,1
3163,Microsoft,Full Stack Developer,other,33,Dubai,remote,3,832000,Part-Time,1.7,0
3164,IBM,Test Engineer,m,32,California,hybrid,3,460000,Full Time,3.5,1
3165,IBM,Software Development Engineer,f,33,Sydney,hybrid,1,592000,Full Time,2.3,1
3166,Cognizant,Test Engineer,f,54,Dubai,hybrid,4,684000,Full Time,4.4,0
3167,Amazon,Python Developer,m,35,New York,remote,5,968000,Full Time,3.0,1
3168,Mastercard,Software Development Engineer,other,44,New York,remote,5,322000,Part-Time,3.3,1
3169,Microsoft,IOS Developer,other,41,New York,onsite,4,459000,Part-Time,0.6,1
3170,Uber,Back End Developer,m,19,Moscow,onsite,2,132000,Intern,2.6,0
3171,Microsoft,Software Development Engineer,f,26,Manchester,hybrid,4,856000,Part-Time,4.3,0
3172,Microsoft,Front End Developer,m,26,London,onsite,1,629000,Part-Time,1.6,0
3173,Uber,Data Analyst,other,39,California,onsite,5,573000,Full Time,1.8,0
3174,Google,Test Engineer,other,41,Moscow,remote,5,472000,Full Time,2.7,1
3175,Cognizant,IOS Developer,other,51,Manchester,onsite,4,323000,Part-Time,4.4,0
3176,Cognizant,Research Engineer,other,38,Sydney,hybrid,4,742000,Part-Time,2.6,0
3177,Wipro,IOS Developer,other,20,Munich,hybrid,5,931000,Full Time,4.3,0
3178,Infosys,Android Developer,m,30,London,hybrid,2,820000,Full Time,0.3,0
3179,Microsoft,Front End Developer,f,53,Dubai,hybrid,5,15000,Part-Time,2.5,1
3180,Wipro,Data Analyst,m,55,Bombay,remote,4,889000,Part-Time,4.1,1
3181,IBM,Test Engineer,other,32,Munich,hybrid,3,1000,Full Time,0.3,0
3182,Google,Research Engineer,f,27,Bombay,hybrid,4,509000,Intern,2.5,0
3183,Infosys,Research Engineer,m,32,California,hybrid,5,868000,Part-Time,4.0,1
3184,Wipro,Software Development Engineer,f,31,New York,hybrid,4,386000,Intern,0.7,1
3185,Microsoft,Android Developer,m,27,Munich,hybrid,1,806000,Part-Time,2.6,0
3186,Google,Data Analyst,f,19,Tokyo,remote,2,495000,Part-Time,0.0,0
3187,Infosys,Research Engineer,f,25,Dubai,hybrid,2,422000,Intern,4.7,0
3188,Apple,Software Development Engineer,m,20,Tokyo,onsite,1,992000,Part-Time,1.9,0
3189,Apple,Python Developer,f,27,Sydney,onsite,4,572000,Part-Time,0.7,0
3190,Apple,Software Development Engineer,m,52,Dubai,hybrid,3,826000,Full Time,3.8,0
3191,Wipro,Data Analyst,other,25,Bombay,onsite,3,35000,Part-Time,4.0,0
3192,Microsoft,Software Development Engineer,other,24,New York,remote,4,211000,Part-Time,2.1,1
3193,Amazon,Python Developer,other,18,New York,onsite,4,667000,Full Time,5.0,1
3194,Cognizant,Python Developer,other,30,California,hybrid,1,305000,Part-Time,0.3,0
3195,Uber,Python Developer,other,19,Dubai,hybrid,2,929000,Full Time,3.7,0
3196,Google,IOS Developer,f,27,New York,remote,2,233000,Part-Time,1.4,0
3197,IBM,Software Development Engineer,other,53,Manchester,remote,2,247000,Part-Time,0.9,0
3198,Cognizant,Android Developer,f,50,Moscow,hybrid,2,926000,Full Time,2.7,1
3199,Wipro,Python Developer,f,44,London,remote,5,509000,Part-Time,5.0,1
3200,Amazon,Software Development Engineer,m,31,California,onsite,5,897000,Full Time,0.0,1
3201,Infosys,Python Developer,m,47,Manchester,hybrid,1,997000,Part-Time,0.8,0
3202,Uber,Back End Developer,f,48,Manchester,onsite,4,112000,Part-Time,3.2,0
3203,Infosys,Front End Developer,f,47,Tokyo,remote,5,349000,Intern,3.4,1
3204,Infosys,Android Developer,m,23,New York,onsite,1,637000,Part-Time,1.3,0
3205,Amazon,Android Developer,other,36,Moscow,remote,5,316000,Part-Time,0.5,0
3206,Cognizant,Android Developer,other,38,Dubai,remote,4,916000,Full Time,1.3,0
3207,Google,Software Development Engineer,f,19,Dubai,onsite,5,716000,Full Time,0.2,0
3208,IBM,Test Engineer,m,52,Moscow,remote,1,883000,Part-Time,4.3,0
3209,Cognizant,Data Analyst,other,26,Munich,hybrid,4,103000,Part-Time,3.8,1
3210,Uber,Full Stack Developer,other,52,Bombay,hybrid,2,673000,Part-Time,3.7,1
3211,Apple,Android Developer,f,18,Tokyo,remote,3,700000,Intern,0.5,0
3212,Amazon,Front End Developer,other,25,Sydney,hybrid,2,16000,Full Time,4.2,1
3213,IBM,Software Development Engineer,f,25,California,hybrid,3,334000,Full Time,3.7,1
3214,Uber,Android Developer,other,55,Bombay,onsite,5,356000,Full Time,2.4,0
3215,Uber,Research Engineer,m,50,London,hybrid,5,184000,Part-Time,2.3,0
3216,Wipro,IOS Developer,m,32,London,hybrid,5,480000,Part-Time,2.4,0
3217,Wipro,Data Analyst,m,31,Moscow,onsite,4,614000,Full Time,2.0,0
3218,IBM,Full Stack Developer,other,21,California,remote,4,133000,Intern,0.6,0
3219,Google,Front End Developer,m,38,Tokyo,onsite,3,983000,Full Time,3.7,1
3220,Amazon,Front End Developer,other,18,London,hybrid,1,421000,Full Time,2.5,0
3221,Infosys,Python Developer,other,25,Tokyo,remote,5,655000,Part-Time,0.6,1
3222,Google,Full Stack Developer,f,33,Tokyo,hybrid,4,978000,Part-Time,4.7,1
3223,Amazon,Research Engineer,f,42,Tokyo,remote,2,588000,Part-Time,4.2,0
3224,Apple,Python Developer,m,23,Munich,remote,2,664000,Intern,3.9,1
3225,Mastercard,Full Stack Developer,other,33,London,remote,4,859000,Intern,4.0,1
3226,Wipro,Front End Developer,f,44,Moscow,onsite,1,964000,Intern,4.8,0
3227,Mastercard,Software Development Engineer,other,22,Tokyo,onsite,5,916000,Full Time,3.3,1
3228,Uber,Python Developer,m,41,New York,hybrid,2,764000,Intern,3.7,1
3229,Cognizant,IOS Developer,m,49,Tokyo,onsite,5,541000,Full Time,1.3,1
3230,Google,Back End Developer,other,50,California,remote,5,537000,Full Time,0.7,1
3231,Google,Python Developer,other,50,Moscow,onsite,3,700000,Full Time,4.7,0
3232,Amazon,Data Analyst,m,30,Tokyo,remote,4,724000,Part-Time,3.2,0
3233,Microsoft,IOS Developer,f,55,Tokyo,remote,4,29000,Full Time,2.9,0
3234,Cognizant,Back End Developer,other,30,Manchester,onsite,5,671000,Full Time,4.8,0
3235,Infosys,Test Engineer,f,25,Moscow,hybrid,5,70000,Full Time,1.4,0
3236,Infosys,Full Stack Developer,m,29,Sydney,onsite,1,54000,Full Time,2.3,0
3237,Cognizant,Full Stack Developer,m,47,Moscow,onsite,5,226000,Full Time,1.8,0
3238,Infosys,Software Development Engineer,other,52,Tokyo,hybrid,4,353000,Full Time,4.2,1
3239,Mastercard,Research Engineer,other,48,Tokyo,remote,2,419000,Part-Time,0.3,1
3240,Google,Android Developer,other,33,Manchester,onsite,2,439000,Full Time,2.4,0
3241,Cognizant,IOS Developer,f,45,Dubai,hybrid,1,398000,Intern,1.0,0
3242,Mastercard,Front End Developer,other,31,Tokyo,onsite,4,26000,Full Time,2.1,0
3243,Microsoft,Python Developer,other,21,New York,remote,3,471000,Full Time,3.5,1
3244,IBM,Android Developer,m,40,Sydney,onsite,1,821000,Intern,3.5,0
3245,Infosys,Full Stack Developer,f,33,California,onsite,3,187000,Full Time,4.2,0
3246,Amazon,Back End Developer,m,24,Bombay,remote,3,36000,Full Time,4.1,0
3247,Cognizant,Research Engineer,other,46,California,hybrid,3,750000,Full Time,4.0,0
3248,Mastercard,Front End Developer,f,35,Dubai,hybrid,5,668000,Intern,4.9,0
3249,Google,Back End Developer,f,52,New York,onsite,1,829000,Full Time,4.7,0
3250,Mastercard,Python Developer,m,19,London,remote,2,463000,Full Time,1.3,0
3251,Mastercard,Test Engineer,f,39,Manchester,hybrid,5,345000,Part-Time,2.8,1
3252,Wipro,Android Developer,f,45,Manchester,onsite,1,717000,Full Time,0.3,0
3253,Amazon,Front End Developer,m,20,California,onsite,3,790000,Full Time,4.1,1
3254,Microsoft,Software Development Engineer,m,23,Bombay,onsite,1,480000,Part-Time,4.8,0
3255,Mastercard,Back End Developer,other,39,Munich,hybrid,1,543000,Intern,2.0,1
3256,Uber,Front End Developer,f,41,Manchester,onsite,1,269000,Intern,4.5,1
3257,IBM,Full Stack Developer,f,51,London,hybrid,2,550000,Full Time,2.5,0
3258,Amazon,Front End Developer,other,41,London,remote,2,299000,Part-Time,1.0,1
3259,Apple,Research Engineer,m,47,Bombay,remote,1,270000,Full Time,1.0,0
3260,IBM,Data Analyst,other,18,Bombay,hybrid,2,391000,Intern,2.9,1
3261,Microsoft,Front End Developer,f,20,Moscow,remote,4,458000,Full Time,3.8,0
3262,Microsoft,Research Engineer,other,28,New York,hybrid,1,208000,Intern,0.7,1
3263,Apple,IOS Developer,m,49,Munich,onsite,2,618000,Full Time,3.3,0
